country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,country_short_list
Italy,it,4,8,0,0,4,75.0,0,0,F,False,False,False,True,105,3195,Italy
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,645,3195,France
UK,en,13,8,0,1,8,87.0,0,0,F,True,False,True,False,29,3195,UK
Netherlands,en,7,8,3,0,1,0.0,0,0,F,True,False,True,True,60,3195,Netherlands
Italy,it,41,85,69,12,17,58.0,0,0,F,True,False,True,False,14,3195,Italy
UK,en,4,8,0,2,3,100.0,0,0,F,False,False,False,True,390,3195,UK
Spain,es,51,9,66,13,65,90.0,1,0,F,True,False,True,True,11,3195,Spain
France,fr,6,8,0,2,4,50.0,0,0,M,True,True,True,False,18,3195,France
Belgium,en,6,8,0,2,4,50.0,0,0,F,True,False,True,True,57,3195,Belgium
France,fr,8,8,0,4,7,85.0,0,0,F,True,False,True,False,88,3195,France
France,en,205,2013,35,3,1,0.0,4,0,F,True,True,False,False,45,3195,France
France,fr,8,8,0,0,1,0.0,0,0,F,True,True,False,True,686,3195,France
France,fr,9,8,0,0,1,0.0,0,0,M,False,False,False,True,693,3195,France
Netherlands,en,27,17,699,8,14,64.0,2,28,M,True,False,True,False,11,3195,Netherlands
France,fr,4,8,1,0,3,66.0,0,0,F,True,False,True,False,254,3195,France
Italy,it,11,13,3,1,2,0.0,0,0,F,False,False,False,False,37,3195,Italy
Italy,it,21,9,12,7,10,80.0,0,0,M,True,False,True,False,15,3195,Italy
Lituanie,en,7,8,0,6,2,0.0,0,1,F,False,False,False,True,221,3195,Other
France,fr,8,8,0,3,1,0.0,0,0,F,False,False,False,True,11,3195,France
Italy,it,18,15,10,0,1,0.0,66,0,F,True,True,False,False,139,3195,Italy
Italy,it,16,15,1,4,18,44.0,3,0,M,True,False,True,True,30,3195,Italy
Spain,es,4,8,0,0,1,0.0,0,0,F,True,False,True,True,386,3195,Spain
France,fr,8,0,1,1,2,100.0,0,0,M,True,False,True,False,17,3195,France
France,fr,6,9,2,1,1,0.0,2,1,F,True,True,False,True,357,3195,France
France,fr,4,8,0,0,2,100.0,0,0,F,False,False,False,True,597,3195,France
Spain,es,5,8,0,0,2,0.0,0,0,F,True,False,True,True,581,3195,Spain
US,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,507,3195,US
Italy,it,5,8,0,2,2,0.0,0,0,F,False,False,False,True,366,3195,Italy
Italy,it,4,8,0,0,2,100.0,0,0,F,False,False,False,True,231,3195,Italy
Italy,it,28,9,11,17,26,82.6,0,0,M,True,False,True,False,11,3195,Italy
Sweden,en,10,8,0,3,15,93.0,0,1,F,False,False,False,True,11,3195,Sweden
France,fr,56,8,727,4,66,83.0,16,0,F,True,False,True,False,11,3195,France
Italy,it,4,8,2,0,1,0.0,1,0,M,True,False,True,True,11,3195,Italy
Italy,it,45,8,0,17,84,98.7,0,0,M,True,False,True,True,11,3195,Italy
France,fr,5,9,63,0,1,0.0,1,0,F,True,False,True,True,188,3195,France
France,fr,29,8,0,3,3,0.0,0,0,M,False,False,False,False,658,3195,France
Finland,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,19,3195,Other
France,fr,3,8,4,0,1,0.0,0,0,M,True,False,True,True,138,3195,France
France,fr,4,5,82,0,2,0.0,0,8,F,True,True,False,True,573,3195,France
US,en,42,9,0,0,3,0.0,0,0,M,True,False,True,False,690,3195,US
France,fr,23,8,10,6,16,100.0,1,0,F,True,False,True,True,12,3195,France
Belgium,en,3,8,1,1,1,0.0,0,0,F,False,False,False,True,596,3195,Belgium
France,fr,4,9,2,0,2,66.0,0,0,M,True,False,True,True,320,3195,France
UK,en,6,8,11,1,8,87.0,0,2,F,True,False,True,False,11,3195,UK
Netherlands,en,5,8,0,1,2,100.0,0,0,F,False,False,False,True,84,3195,Netherlands
Italy,it,18,8,16,4,28,100.0,0,0,F,True,False,True,False,11,3195,Italy
Romania,en,8,8,0,0,1,0.0,0,0,F,False,False,False,False,599,3195,Other
Italy,it,6,8,0,5,17,94.0,0,0,F,False,False,False,True,72,3195,Italy
France,fr,6,8,0,1,3,0.0,0,0,M,True,False,True,False,524,3195,France
Italy,it,58,8,2,62,50,100.0,0,0,M,False,False,False,False,11,3195,Italy
France,fr,6,8,0,0,2,0.0,0,0,F,False,False,False,True,43,3195,France
UK,en,8,8,0,0,1,0.0,0,0,F,True,False,True,True,551,3195,UK
UK,en,4,8,17,2,1,0.0,3,0,F,True,False,True,True,11,3195,UK
Italy,it,47,8,13,25,43,93.0,19,0,F,True,False,True,False,11,3195,Italy
UK,en,5,8,12,0,1,0.0,18,1,F,True,False,True,True,265,3195,UK
France,fr,5,10,61,0,3,66.0,13,0,M,True,True,False,False,14,3195,France
Netherlands,en,5,8,5,1,3,66.0,0,0,F,True,False,True,True,225,3195,Netherlands
Denmark,en,8,8,46,1,5,100.0,15,4,M,True,False,True,False,11,3195,Denmark
Grèce,en,6,8,68,3,3,66.0,10,0,F,True,False,True,True,11,3195,Other
US,en,4,9,118,2,1,0.0,4,3,F,True,False,True,True,14,3195,US
Belgium,en,6,14,0,0,1,0.0,0,0,M,True,False,True,True,426,3195,Belgium
Italy,it,4,8,0,1,1,0.0,0,0,F,True,False,True,True,364,3195,Italy
Spain,es,4,9,2,1,1,0.0,5,0,F,True,False,True,True,48,3195,Spain
France,fr,5,8,0,0,1,0.0,0,0,M,True,False,True,True,468,3195,France
France,fr,5,8,0,1,1,0.0,0,0,F,True,False,True,True,647,3195,France
France,fr,4,8,13,0,3,66.0,5,2,M,False,False,False,False,11,3195,France
Bulgaria,en,40,174,13,0,5,100.0,1900,41,M,True,True,True,True,112,3195,Other
Italy,it,7,8,52,2,2,50.0,61,0,M,True,False,True,True,15,3195,Italy
Croatie,en,18,14,83,3,14,100.0,16,0,F,True,True,False,True,11,3195,Other
US,en,23,8,0,0,13,100.0,0,0,F,True,False,True,True,161,3195,US
UK,en,4,9,5,0,1,0.0,0,1,M,True,False,True,True,11,3195,UK
Netherlands,fr,3,9,6,0,3,100.0,1,0,F,True,False,True,True,20,3195,Netherlands
France,fr,13,8,1,1,9,100.0,0,0,F,True,False,True,True,116,3195,France
Portugal,en,25,12,58,4,9,80.0,11,0,F,True,False,True,False,11,3195,Other
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,330,3195,UK
France,fr,6,8,0,3,1,0.0,0,0,F,False,False,False,True,36,3195,France
Australia,en,4,9,2,0,1,0.0,0,0,F,False,False,False,True,86,3195,Other
US,en,4,8,0,0,1,0.0,0,0,M,True,False,True,True,608,3195,US
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,692,2859,France
Italy,it,5,8,0,0,1,0.0,0,0,M,True,False,True,True,18,2859,Italy
US,en,6,8,0,0,2,0.0,0,0,M,True,False,True,True,385,2859,US
US,en,23,8,0,0,2,0.0,0,0,M,True,False,True,True,642,2859,US
US,en,4,8,1,0,1,0.0,0,0,F,False,False,False,True,572,2859,US
US,en,3,8,16,0,1,0.0,2,0,F,False,False,False,True,232,2859,US
Spain,es,3,9,1,4,3,100.0,1,1,M,False,False,False,True,15,2859,Spain
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,483,2859,France
Italy,it,3,8,14,4,1,0.0,4,2,M,False,False,False,True,11,2859,Italy
Italy,it,4,8,0,0,2,0.0,0,0,F,True,True,False,False,131,2859,Italy
Italy,it,10,8,2,2,13,92.3,0,0,F,True,False,True,False,12,2859,Italy
UK,de,14,9,0,1,7,100.0,0,0,F,False,False,False,True,100,2859,UK
US,en,11,8,1,3,2,0.0,0,0,F,True,False,True,True,467,2859,US
US,en,11,10,79,0,2,100.0,70,12,M,True,True,False,True,75,2859,US
Denmark,en,8,15,52,1,1,0.0,7,0,F,True,False,True,True,22,2859,Denmark
France,fr,6,10,10,4,3,0.0,0,0,F,True,False,True,True,14,2859,France
France,en,16,8,2,1,4,100.0,0,0,M,True,False,True,False,381,2859,France
France,fr,5,8,2,5,4,100.0,1,0,F,True,True,True,True,11,2859,France
Italy,it,3,8,0,1,1,0.0,0,0,F,False,False,False,True,618,2859,Italy
Italy,it,37,8,3,0,20,90.0,0,0,M,True,True,False,True,407,2859,Italy
Italy,it,35,9,2,185,87,94.0,2,0,M,True,False,True,False,11,2859,Italy
Italy,it,7,8,0,0,1,0.0,0,0,F,False,False,False,False,630,2859,Italy
UK,en,13,14,12,5,12,58.0,3,1,F,True,False,True,True,11,2859,UK
France,fr,3,8,1,0,4,75.0,0,0,M,False,False,False,True,634,2859,France
Italy,it,11,8,2,0,2,100.0,0,0,F,True,False,True,False,30,2859,Italy
Sweden,en,3,8,14,0,1,0.0,9,1,F,True,False,True,False,12,2859,Sweden
Italy,it,7,8,0,13,4,100.0,0,0,M,False,False,False,True,11,2859,Italy
France,fr,4,8,4,1,3,100.0,0,0,F,True,False,True,True,12,2859,France
Italy,it,7,8,0,1,2,100.0,0,0,F,True,False,True,True,12,2859,Italy
France,fr,14,22,46,8,8,62.0,139,3,F,True,False,True,True,107,2859,France
Spain,es,5,8,1,7,9,66.0,3,0,F,True,False,True,True,11,2859,Spain
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,False,616,2859,France
Germany,en,5,8,15,6,3,66.0,0,1,M,True,True,False,True,14,2859,Germany
Belgium,en,10,8,65,4,8,37.0,12,2,F,False,False,False,True,11,2859,Belgium
France,fr,3,8,0,1,1,0.0,0,0,F,True,False,True,True,338,2859,France
UK,en,3,8,0,0,1,0.0,0,0,M,True,True,False,True,671,2859,UK
France,fr,8,8,0,0,1,0.0,0,0,M,False,False,False,True,329,2859,France
UK,en,7,8,55,0,2,0.0,1,1,F,False,False,False,False,11,2859,UK
Netherlands,en,5,8,24,0,1,0.0,0,0,F,True,False,True,True,341,2859,Netherlands
Italy,it,14,10,241,1,1,0.0,23,0,F,True,False,True,True,98,2859,Italy
Italy,it,4,8,1,3,2,0.0,0,0,F,True,True,False,True,157,2859,Italy
France,fr,8,8,1,0,1,0.0,0,0,M,True,False,True,True,493,2859,France
Swiss,de,4,8,0,0,1,0.0,0,0,M,False,False,False,True,652,2859,Other
France,fr,3,8,3,0,2,0.0,2,2,F,False,False,False,False,21,2859,France
UK,en,4,8,0,1,1,0.0,0,0,M,True,False,True,False,116,2859,UK
Italy,it,6,8,0,6,6,100.0,0,0,F,True,False,True,True,11,2859,Italy
UK,en,6,9,2,0,1,0.0,0,1,F,True,True,False,True,64,2859,UK
Italy,it,11,8,1,1,2,100.0,6,1,F,True,False,True,True,137,2859,Italy
Italy,it,3,8,1,3,1,0.0,0,0,F,False,False,False,False,84,2859,Italy
Italy,it,13,22,16,0,1,0.0,0,0,F,True,False,True,False,216,2859,Italy
US,en,14,8,88,0,5,100.0,7,14,F,True,False,True,True,154,2859,US
France,fr,6,9,1,0,1,0.0,1,2,F,False,False,False,True,25,2859,France
France,fr,4,8,1,0,1,0.0,0,0,M,False,False,False,True,404,2859,France
UK,en,9,8,3,5,41,78.0,1,1,M,True,False,True,True,11,2859,UK
France,en,4,8,0,0,4,100.0,0,0,M,False,False,False,False,60,2859,France
France,fr,3,8,0,0,1,0.0,0,0,F,True,False,True,True,487,2859,France
France,fr,3,8,0,0,1,0.0,0,0,M,False,False,False,True,576,2859,France
France,fr,3,8,0,1,1,0.0,0,0,F,True,False,True,True,17,2859,France
Italy,it,25,52,733,0,3,0.0,67,11,F,True,False,True,False,13,2859,Italy
Italy,it,7,8,1,1,2,0.0,0,0,F,True,True,False,True,13,2859,Italy
UK,en,6,8,0,0,1,0.0,0,0,M,True,False,True,False,399,2859,UK
Italy,it,35,10,9,7,22,88.8,7,4,F,True,True,False,False,11,2859,Italy
France,fr,15,8,0,2,21,80.0,0,0,F,False,False,False,True,509,2859,France
Italy,en,8,9,118,0,2,100.0,25,4,F,True,False,True,False,17,2859,Italy
UK,en,5,8,0,0,1,0.0,0,0,F,True,False,True,True,162,2859,UK
Portugal,en,6,8,12,7,2,100.0,0,0,F,False,False,False,True,11,2859,Other
France,fr,4,8,5,1,1,0.0,0,0,F,False,False,False,True,220,2859,France
US,en,9,8,0,10,10,100.0,0,0,F,False,False,False,True,36,2859,US
Kazakhstan,en,5,9,1,0,1,0.0,0,0,F,True,False,True,True,11,2859,Other
Sweden,en,62,16,91,8,27,41.6,106,8,M,True,False,True,False,11,2859,Sweden
UK,en,3,8,0,0,1,0.0,15,3,F,False,False,False,True,62,2859,UK
Austria,de,3,8,0,0,1,0.0,0,0,F,True,False,True,True,670,2859,Other
Spain,es,5,8,5,1,1,0.0,0,0,F,True,False,True,True,439,2859,Spain
Germany,de,11,8,27,0,1,0.0,25,7,F,False,False,False,True,12,2859,Germany
US,en,7,8,0,10,8,100.0,1,0,F,True,False,True,True,40,2859,US
France,fr,4,8,0,0,1,0.0,0,2,M,False,False,False,True,675,2859,France
UK,en,3,8,0,0,1,0.0,0,0,F,True,False,True,True,48,2859,UK
Italy,it,6,8,135,8,2,0.0,20,1,F,False,False,False,False,15,2859,Italy
France,fr,10,8,8,6,3,66.0,8,4,F,True,False,True,True,11,2859,France
France,fr,3,8,0,0,1,0.0,3,19,M,False,False,False,True,22,2859,France
Italy,it,11,9,2,0,1,0.0,0,0,F,True,True,False,True,427,2859,Italy
Italy,it,7,8,0,7,6,100.0,0,0,M,True,False,True,False,14,2859,Italy
France,fr,4,8,0,0,1,0.0,0,1,F,False,False,False,True,14,2858,France
US,en,28,17,19,0,2,100.0,1,0,F,True,False,True,False,231,2858,US
France,fr,11,11,2280,1,1,0.0,0,70,M,False,False,False,False,11,2858,France
France,en,4,8,0,3,1,0.0,0,0,F,True,False,True,True,32,2858,France
Italy,it,43,12,204,40,34,96.2,1,0,F,True,True,True,False,12,2858,Italy
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,420,2858,France
Italy,it,5,8,3,1,6,50.0,0,0,M,True,True,False,True,45,2858,Italy
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,658,2858,France
Italy,it,6,8,0,10,3,100.0,0,0,F,True,False,True,True,11,2858,Italy
Swiss,fr,6,8,0,0,1,0.0,0,0,F,True,False,True,True,255,2858,Other
Italy,en,94,9,5,10,33,28.0,0,0,M,True,True,True,False,77,2858,Italy
Grèce,en,5,8,1,3,5,100.0,0,0,F,True,True,False,True,79,2858,Other
UK,en,4,8,0,0,1,0.0,0,3,F,False,False,False,True,11,2858,UK
France,fr,5,5,0,0,1,0.0,0,0,M,True,False,True,False,505,2858,France
France,fr,3,10,0,1,1,0.0,3,1,F,False,False,False,True,97,2858,France
Italy,it,6,8,0,0,1,0.0,0,0,F,True,False,True,False,620,2858,Italy
France,fr,3,8,0,0,2,0.0,0,0,F,False,False,False,True,466,2858,France
Italy,it,8,11,26,4,4,75.0,14,20,M,False,False,False,True,49,2858,Italy
France,fr,8,8,1,9,6,100.0,0,0,F,True,False,True,True,16,2858,France
Spain,es,15,8,0,23,17,88.0,0,0,F,True,False,True,False,13,2858,Spain
UK,en,5,8,27,3,1,0.0,0,0,F,False,False,False,True,185,2858,UK
Italy,it,12,8,2,1,6,80.0,0,0,M,True,False,True,True,51,2858,Italy
UK,en,21,9,97,3,13,84.0,10,16,F,False,False,False,True,42,2858,UK
Spain,es,176,60,276,18,81,92.0,1,0,F,True,False,True,False,11,2858,Spain
Italy,it,5,8,1,0,3,100.0,2,1,M,True,False,True,True,203,2858,Italy
France,fr,5,8,0,0,1,0.0,0,0,F,True,True,False,True,644,2858,France
Italy,it,3,10,0,3,3,100.0,0,0,F,True,False,True,True,87,2858,Italy
France,fr,5,8,0,0,1,0.0,0,0,M,False,False,False,True,333,2858,France
UK,en,4,8,21,1,1,0.0,1,0,F,False,False,False,True,11,2858,UK
US,en,8,8,1,0,1,0.0,0,0,M,False,False,False,True,638,2858,US
UK,en,5,8,7,1,1,0.0,0,0,F,True,False,True,True,18,2858,UK
UK,en,5,8,1,0,1,0.0,0,0,F,False,False,False,True,169,2858,UK
Italy,it,4,8,0,0,1,0.0,0,0,M,True,True,False,True,388,2858,Italy
Germany,en,7,0,133,1,1,0.0,0,2,M,False,False,False,True,11,2858,Germany
Belgium,en,3,8,26,0,1,0.0,0,0,F,True,False,True,True,17,2858,Belgium
France,fr,4,9,1,0,2,0.0,0,0,F,True,False,True,True,478,2858,France
France,fr,20,8,7,10,13,61.0,2,5,F,True,False,True,True,11,2858,France
France,fr,4,8,4,0,2,0.0,2,0,F,False,False,False,True,13,2858,France
France,fr,7,9,0,0,2,0.0,0,0,F,True,False,True,True,471,2858,France
Pologne,en,17,8,0,0,12,83.0,0,1,M,False,False,False,False,55,2858,Other
Spain,es,23,9,1,1,4,100.0,0,0,M,True,True,False,True,586,2858,Spain
UK,en,5,8,4,3,1,0.0,0,0,F,True,False,True,True,378,2858,UK
UK,en,5,10,91,0,1,0.0,5,5,F,True,False,True,True,70,2858,UK
UK,en,5,8,0,0,2,0.0,0,0,F,False,False,False,True,663,2858,UK
France,fr,4,8,0,0,1,0.0,0,0,M,False,False,False,True,11,2858,France
Italy,it,24,21,57,39,11,81.0,859,16,F,True,False,True,False,11,2858,Italy
US,en,10,8,0,5,9,100.0,0,0,F,True,False,True,True,16,2858,US
UK,en,13,9,20,0,12,91.0,3,2,F,True,False,True,False,84,2858,UK
Croatie,en,4,8,0,1,1,0.0,0,0,F,True,False,True,True,96,2858,Other
France,fr,4,8,5,0,1,0.0,0,0,M,True,False,True,True,302,2858,France
France,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,631,2858,France
Croatie,en,9,10,35,3,3,0.0,0,0,F,True,True,False,False,11,2858,Other
France,fr,3,9,11,1,1,0.0,3,7,F,True,False,True,True,11,2858,France
UK,en,4,8,4,0,1,0.0,7,3,F,False,False,False,True,188,2858,UK
UK,en,9,9,1,0,4,75.0,0,0,F,True,False,True,True,219,2858,UK
France,fr,3,8,2,0,1,0.0,2,0,F,True,True,False,True,360,2858,France
France,fr,7,8,0,1,3,100.0,0,0,F,False,False,False,True,11,2858,France
France,fr,3,8,0,2,2,0.0,0,0,M,True,False,True,True,394,2858,France
France,fr,3,8,5,1,1,0.0,0,1,F,False,False,False,True,15,2858,France
France,fr,6,8,0,0,7,85.0,0,0,F,False,False,False,True,72,2858,France
Italy,it,14,8,1,3,8,62.0,0,0,F,True,False,True,False,15,2858,Italy
UK,en,4,8,0,0,4,0.0,0,0,F,True,False,True,False,683,2858,UK
Grèce,en,6,8,36,3,1,0.0,2,1,F,True,False,True,True,22,2858,Other
France,fr,5,8,1,0,2,100.0,5,47,F,False,False,False,True,260,2858,France
Austria,de,7,8,0,0,4,75.0,0,0,M,True,False,True,True,214,2858,Other
UK,en,14,10,65,20,20,90.0,117,3,F,False,False,False,False,11,2858,UK
Italy,it,5,8,0,0,5,100.0,0,0,F,True,True,False,True,204,2858,Italy
Germany,de,7,8,0,0,2,100.0,0,0,M,True,False,True,True,35,2858,Germany
Islande,en,4,8,6,1,1,0.0,7,1,M,False,False,False,True,31,2858,Other
France,fr,9,8,7,1,3,66.0,0,0,F,True,False,True,False,13,2858,France
France,fr,5,22,29,20,2,100.0,0,0,F,False,False,False,False,11,2858,France
Estonie,en,8,8,0,0,1,0.0,0,0,F,True,True,False,True,652,2858,Other
UK,en,15,8,2,3,7,71.0,1,0,F,True,False,True,False,33,2858,UK
Spain,es,4,8,0,1,1,0.0,0,0,M,False,False,False,True,378,2858,Spain
Italy,it,3,8,21,0,4,75.0,0,2,F,True,False,True,False,27,2858,Italy
US,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,681,2858,US
UK,en,5,9,69,0,1,0.0,3,0,F,True,False,True,False,14,2858,UK
France,fr,5,8,3,0,2,0.0,0,0,M,True,False,True,True,376,2858,France
France,fr,17,8,1,35,31,93.0,2,0,F,False,False,False,True,11,2858,France
France,fr,3,10,2,1,1,0.0,0,0,M,True,False,True,True,268,2858,France
Spain,es,31,8,6,1,24,76.0,0,0,F,False,False,False,False,13,2858,Spain
Italy,it,4,8,1,0,1,0.0,0,0,F,True,False,True,True,257,2858,Italy
Spain,es,42,79,1127,0,4,0.0,8,0,F,True,True,False,False,62,2858,Spain
France,fr,4,9,0,0,1,0.0,0,0,F,True,False,True,True,650,2858,France
France,fr,48,8,9,0,30,93.0,1,0,F,True,True,False,False,131,2858,France
Italy,it,3,8,0,0,1,0.0,0,0,F,False,False,False,True,11,2858,Italy
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,314,2858,France
France,fr,3,9,1,0,1,0.0,0,0,F,True,False,True,True,618,2858,France
France,fr,14,17,160,0,2,100.0,187,5,F,True,False,True,False,11,2858,France
France,fr,7,8,0,0,2,100.0,0,0,F,False,False,False,False,561,2858,France
UK,en,3,8,0,0,1,0.0,0,0,F,False,False,False,True,632,2858,UK
US,en,7,9,22,0,1,0.0,11,0,F,True,False,True,True,41,2858,US
France,fr,3,8,1,0,2,0.0,0,0,M,True,False,True,True,61,2858,France
Sweden,en,8,8,8,3,2,0.0,0,5,F,True,False,True,True,11,2858,Sweden
France,fr,5,7,3,2,1,0.0,11,0,F,True,False,True,True,13,2858,France
Germany,de,6,9,169,0,2,100.0,103,3,F,True,True,True,False,52,2858,Germany
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,167,2858,France
UK,en,3,8,50,0,1,0.0,8,0,F,True,False,True,True,33,2857,UK
France,fr,3,8,0,12,6,100.0,0,0,F,False,False,False,True,11,2857,France
France,fr,7,8,0,3,2,100.0,0,0,F,False,False,False,False,132,2857,France
US,en,3,8,0,2,1,0.0,12,0,F,False,False,False,True,692,2857,US
UK,en,82,12,150,5,37,50.0,7,5,F,True,False,True,False,106,2857,UK
UK,en,4,8,4,0,2,100.0,0,1,F,False,False,False,True,150,2857,UK
France,fr,6,8,0,3,1,0.0,0,0,M,True,False,True,True,184,2857,France
Spain,es,36,19,5598,2,4,0.0,1295,18,F,False,False,False,False,12,2857,Spain
US,en,5,8,0,1,1,0.0,0,0,F,False,False,False,True,319,2857,US
France,fr,12,9,15,17,10,100.0,0,0,M,True,False,True,True,22,2857,France
France,fr,6,8,3,38,4,50.0,1,0,F,True,False,True,False,11,2857,France
Italy,it,5,8,1,0,1,0.0,0,0,F,True,False,True,True,359,2857,Italy
Italy,it,9,8,0,1,4,75.0,1,0,F,True,False,True,True,141,2857,Italy
Russia,en,9,10,34,3,9,77.0,1,0,F,False,False,False,False,15,2857,Other
Italy,it,5,8,2,0,1,0.0,2,0,F,True,False,True,True,496,2857,Italy
Italy,en,4,8,17,3,4,100.0,0,0,F,True,False,True,True,11,2857,Italy
France,fr,6,34,4,1,8,87.0,20,32,M,False,False,False,False,22,2857,France
France,en,5,8,0,2,1,0.0,0,0,F,True,False,True,True,13,2857,France
France,fr,12,8,0,0,17,70.0,0,0,M,True,False,True,True,14,2857,France
UK,en,5,8,1,0,9,100.0,0,0,F,True,False,True,False,11,2857,UK
France,fr,6,8,0,0,3,100.0,0,0,F,True,False,True,True,13,2857,France
Germany,de,12,9,462,1,2,0.0,1,5,F,True,False,True,False,14,2857,Germany
Italy,it,9,9,26,19,4,75.0,0,24,F,True,False,True,False,11,2857,Italy
Germany,de,12,8,1,1,11,100.0,0,0,M,False,False,False,False,146,2857,Germany
Italy,it,6,8,1,0,2,50.0,0,0,F,True,False,True,True,422,2857,Italy
France,fr,12,8,25,4,3,66.0,0,0,F,True,False,True,True,13,2857,France
UK,en,10,8,30,2,7,57.0,0,2,F,True,False,True,True,11,2857,UK
Sweden,en,16,8,0,7,14,92.0,0,0,F,False,False,False,True,15,2857,Sweden
Spain,es,6,8,0,0,1,0.0,0,0,F,True,False,True,True,362,2857,Spain
France,fr,6,8,0,1,1,0.0,0,0,F,True,True,False,True,696,2857,France
UK,en,17,4,0,6,8,100.0,0,0,F,False,False,False,False,23,2857,UK
Italy,it,9,17,174,11,4,100.0,38,0,F,True,False,True,False,11,2857,Italy
France,fr,5,11,2,1,1,0.0,0,1,M,True,False,True,False,132,2857,France
France,fr,15,9,2,1,1,0.0,0,0,F,True,False,True,False,330,2857,France
Italy,it,5,8,37,6,3,100.0,1,0,M,False,False,False,False,13,2857,Italy
UK,en,4,10,4,0,2,0.0,10,2,F,False,False,False,True,32,2857,UK
France,fr,4,8,0,0,1,0.0,0,0,F,True,False,True,True,675,2857,France
UK,en,10,8,85,2,2,50.0,0,2,F,True,False,True,True,227,2857,UK
Italy,it,6,8,0,0,1,0.0,0,0,F,False,False,False,True,615,2857,Italy
France,fr,3,8,0,0,1,0.0,0,0,F,False,False,False,True,504,2857,France
Italy,it,24,8,27,113,30,76.0,9,1,F,True,False,True,False,11,2857,Italy
France,fr,7,8,1,0,1,0.0,3,0,F,True,False,True,False,604,2857,France
Netherlands,en,7,8,1,1,1,0.0,0,0,F,False,False,False,True,230,2857,Netherlands
France,fr,5,8,0,0,1,0.0,0,0,F,True,False,True,True,683,2857,France
Sweden,de,12,8,0,0,2,0.0,0,0,F,True,True,False,False,12,2857,Sweden
France,fr,10,8,0,7,6,100.0,0,0,F,False,False,False,True,31,2857,France
Pologne,en,6,9,4,2,1,0.0,11,0,F,False,False,False,True,16,2857,Other
US,en,9,8,0,20,6,83.0,0,0,F,False,False,False,True,14,2857,US
Netherlands,en,7,11,1,7,1,0.0,0,1,F,True,False,True,True,110,2857,Netherlands
France,fr,5,8,0,1,1,0.0,0,2,F,False,False,False,True,696,2857,France
UK,en,4,8,0,0,1,0.0,0,0,F,False,False,False,True,693,2857,UK
France,fr,4,8,0,2,1,0.0,0,0,F,True,False,True,True,45,2857,France
Netherlands,en,7,8,2,0,2,100.0,0,0,F,True,False,True,True,18,2857,Netherlands
France,fr,11,8,0,0,7,28.0,0,0,F,True,False,True,True,279,2857,France
France,fr,5,8,1,8,3,100.0,0,0,F,True,True,False,True,43,2857,France
UK,en,7,8,0,0,2,100.0,1,1,F,True,False,True,True,186,2857,UK
France,fr,4,8,7,4,2,100.0,0,0,F,False,False,False,False,11,2857,France
France,fr,5,8,3,0,1,0.0,14,0,F,False,False,False,True,73,2857,France
Germany,de,6,8,41,1,1,0.0,138,17,F,True,False,True,True,13,2857,Germany
UK,en,10,8,0,0,2,100.0,0,0,F,False,False,False,True,633,2857,UK
France,fr,9,8,0,0,4,75.0,0,0,F,True,False,True,False,405,2857,France
Sweden,en,5,8,8,2,1,0.0,1,1,F,False,False,False,True,46,2857,Sweden
France,fr,9,8,1,2,4,0.0,0,1,F,True,False,True,True,31,2857,France
France,fr,8,9,3,0,1,0.0,0,0,M,True,False,True,True,23,2857,France
France,fr,6,9,1,0,2,100.0,0,0,M,True,True,False,True,218,2857,France
France,fr,18,10,11,0,7,100.0,3,5,F,True,False,True,False,33,2857,France
France,en,6,8,1,0,1,0.0,0,0,F,True,True,False,True,386,2857,France
Netherlands,en,12,30,196,3,6,66.0,378,27,M,True,True,False,False,15,2857,Netherlands
Spain,en,6,8,1,3,5,100.0,0,0,F,False,False,False,True,28,2857,Spain
France,fr,7,8,64,0,2,100.0,0,0,M,True,False,True,False,84,2857,France
UK,en,11,9,32,0,1,0.0,465,2,F,True,False,True,True,17,2857,UK
Italy,it,6,8,0,0,1,0.0,0,0,F,True,False,True,True,202,2857,Italy
Swiss,fr,5,8,0,0,1,0.0,0,0,F,False,False,False,True,501,2857,Other
Spain,es,12,8,0,1,1,0.0,0,0,F,True,False,True,False,122,2857,Spain
France,fr,4,8,0,0,1,0.0,0,0,F,False,False,False,True,506,2857,France
France,fr,7,8,0,1,5,100.0,0,0,M,False,False,False,True,45,2857,France
France,fr,6,8,11,0,1,0.0,0,0,M,True,False,True,True,12,2857,France
